CustomerID,Customer_Name,Age,Phone_Number,Gender,DOB
65225,Charlie Lopez,29,0721527413,Male,2004-01-24
57947,Alice Lee,49,0743137625,Prefer not to say,1973-12-20
58951,Alice Jackson,29,0712219444,Other,1994-11-15
72274,Alice Davis,19,0745199128,Prefer not to say,1985-05-09
53869,Ivy Brown,61,0754184316,Prefer not to say,1981-12-21
67552,Ivy Johnson,56,0798583883,Other,1959-12-11
76261,Jack Davis,26,0765211023,Male,1994-05-25
60197,Emma Garcia,35,0739454632,Prefer not to say,2014-04-14
60231,Frank Garcia,48,0781972550,Male,2009-12-14
86660,Bob Lee,55,0701569686,Prefer not to say,1967-05-25
57229,Ivy Johnson,61,0710803651,Prefer not to say,1973-04-13
76230,Bob Lopez,41,0712164497,Other,2011-09-06
75249,David Lopez,56,0747909239,Male,1992-02-09
52418,Alice Jackson,34,0730137426,Female,1965-10-02
67547,Emma Johnson,45,0747124151,Female,1999-01-17
80775,Charlie Garcia,35,0767828211,Prefer not to say,1984-05-19
63001,Charlie Davis,60,0756666044,Male,2012-06-11
57816,Grace Brown,32,0755753285,Male,2007-05-28
75749,Emma Garcia,29,0775691896,Prefer not to say,1960-11-03
74408,Ivy Jackson,30,0753941230,Other,2009-06-11
64055,Bob Martinez,49,0753321816,Prefer not to say,1965-01-19
60029,Ivy Hill,19,0790142603,Female,2012-01-26
61353,Charlie Garcia,33,0703926275,Male,1985-09-07
78775,Frank Hill,56,0739073213,Prefer not to say,2006-06-23
63650,Jack Davis,55,0711152792,Other,2014-01-14
83869,Ivy Brown,34,0701338516,Female,1996-04-06
89505,Bob Davis,57,0738051889,Male,1977-01-03
74220,Jack Brown,49,0709178423,Prefer not to say,1962-05-08
